person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Zaharia Dima,zahariadima,zahariadima@email.ro,6470304222599,1957-01-07,"Aleea Clara Ioniță Nr. 887 Bl. 87  Sc. 10 Ap. 803, Ineu, 816725",0760 899 052,d2:d3:8f:3a:5e:8c,115.221.174.77,RO21TBMA2533535243087074,2025-07-02 13:11:30,294,752,773,1293875,a3258e39-8fe8-4202-bc8e-db245bdc47c6
Georgia Niță,georgianiță,georgianiță@acasa.ro,7421105257466,1994-01-10,"Strada Nemeș Nr. 27, Curtici, 738146",0785 366 432,9c:af:cc:0c:d5:42,219.77.228.68,RO65MNUK8314590797265117,2025-07-02 13:11:30,8843,563,3,789146,3f092797-99bc-4dd3-8e9f-ea74e2633662
Achim Tabacu,achimtabacu,achimtabacu@zzup.ro,6680313193005,1984-02-28,"Strada Stancu Nr. 59 Bl. 52  Sc. 46 Ap. 731, Avrig, 144585",0231 852 383,44:ae:06:f4:0c:9f,12.6.34.159,RO92WFCG5032994207227760,2025-07-02 13:11:30,20322,900,327,1043763,bebb9538-eaee-4225-a054-b0b8e46169a6
Gheorghiță Pop,gheorghițăpop,gheorghițăpop@gmail.com,3380527072644,1933-12-17,"Bulevardul Nistor, Targu Jiu, 812424",0770 188 975,68:82:3f:4a:4c:8f,184.9.45.152,RO52IRXO9040037325505688,2025-07-02 13:11:30,25391,704,18,6026,d0b71c2b-5923-490e-89e8-baad5c2cf1b5
Antoniu Eftimie,antoniueftimie,antoniueftimie@email.ro,1501228189426,1969-06-24,"Bulevardul Antoaneta Stoica Nr. 20 Bl. 46  Sc. 75 Ap. 495, Gugesti, 981998",0760 206 062,92:92:f9:bf:e5:94,217.179.124.119,RO39BYWN7946694361732388,2025-07-02 13:11:30,14336,303,372,1650364,13817778-d20e-4d95-8ff7-be709183f8fb
Agripina Popescu,agripinapopescu,agripinapopescu@zzup.ro,5200531465967,1968-06-07,"Intrarea Dalia Nistor, 1 Decembrie, 251551",0720 570 518,b2:2a:ab:0e:0c:90,106.224.125.72,RO46FMMN9365183455011133,2025-07-02 13:11:30,7090,837,608,1595293,b9e56f2d-0a9d-481e-8ee7-61567a210e0a
Ilona Eftimie,ilonaeftimie,ilonaeftimie@acasa.ro,1470817239102,1988-12-19,"Intrarea Marin Nr. 435, Fagetel (Remetea), 711209",0235 767 252,30:e1:b9:a7:66:a5,199.52.179.90,RO63PCUC3143678851163032,2025-07-02 13:11:30,13236,20,634,1605666,ace95203-aa5e-47d2-8077-3f3830bc6199
Magdalena Dobre,magdalenadobre,magdalenadobre@acasa.ro,8990307076411,2004-02-08,"Aleea Marin Nr. 21, Straja, 916054",0746 091 004,52:83:26:22:38:e3,68.253.57.72,RO35QSDZ6763628056144081,2025-07-02 13:11:30,22823,286,523,1499886,42d02015-15c9-45d3-b135-e591bbcd3517
Paulina Dobre,paulinadobre,paulinadobre@acasa.ro,1071017322568,1978-05-29,"Strada Ene Nr. 947 Bl. 34  Sc. 31 Ap. 373, Pucioasa, 351667",0235 242 155,1e:50:25:fd:03:53,42.71.188.242,RO27AIXP6876046497172422,2025-07-02 13:11:30,32545,563,165,1613139,e53ac86f-79fc-4d08-92c8-46bf1340902e
Mirabela Stănescu,mirabelastănescu,mirabelastănescu@post.ro,4310606261884,1937-06-23,"Bulevardul Barbu, Sancraiu de Mures, 728622",0766 146 467,9c:bb:c0:2b:88:ae,194.48.63.159,RO04HLTG4358920896549573,2025-07-02 13:11:30,12210,240,218,212752,f5042627-c361-4e56-94d1-45b7d48dbac0
Eremia Mazilescu,eremiamazilescu,eremiamazilescu@zzup.ro,8440311242389,1942-05-02,"Intrarea Aanei Nr. 685, Salonta, 675393",0754 504 195,dc:3a:83:32:10:03,177.211.144.207,RO40GOED9749916142495487,2025-07-02 13:11:30,32146,741,556,1935852,e77fa540-ebcc-4556-bea5-60bbcae8dba2
Norbert Voinea,norbertvoinea,norbertvoinea@gmail.com,6810825438914,1910-03-13,"Bulevardul Haralamb Ene Nr. 724 Bl. 86  Sc. 69 Ap. 629, Bailesti, 785936",0756 818 807,e8:39:db:cd:ad:b5,35.215.52.40,RO68XOEX5104840284902410,2025-07-02 13:11:30,30988,844,260,1382407,a256e599-39eb-4f32-b24b-98be95db2840
Stela Ioniță,stelaioniță,stelaioniță@kappa.ro,3890703278885,2005-09-22,"Aleea Mazilescu Nr. 789, Simleu Silvaniei, 597831",0726 693 227,5a:e6:02:cb:fa:13,32.234.208.56,RO71BWXJ9161134357976956,2025-07-02 13:11:30,9265,940,73,896682,a32e3f4e-8a7c-4f20-a3bd-aa8adb6ea299
Daria Cristea,dariacristea,dariacristea@post.ro,6380110364827,1980-09-25,"Drumul Stănescu Nr. 193 Bl. 53  Sc. 24 Ap. 593, Titu, 530209",0741 213 804,04:a5:81:51:43:63,122.201.62.81,RO41MRTM2374832224819725,2025-07-02 13:11:30,12012,603,732,70231,de22610a-e5e2-4dbf-8b99-ae128a1ba453
Camil Nistor,camilnistor,camilnistor@gmail.com,5791006157711,2025-01-06,"Soseaua Ardelean, Berceni, 188076",0757 484 000,1c:69:0e:48:7d:27,117.217.35.207,RO49FXYC5090796498465380,2025-07-02 13:11:30,23383,407,715,450677,ab6d3011-a0e8-4578-ba15-cc36af45ebd9
Alice Cristea,alicecristea,alicecristea@zzup.ro,6621007212241,1927-08-09,"Intrarea Nichifor Ardelean Nr. 690, Turda, 274417",0763 664 350,fc:17:bc:25:d6:15,87.243.100.20,RO95EXAS9065586335206053,2025-07-02 13:11:30,27489,496,194,900859,62db6a79-b6ea-43f6-a7f5-575a3465fd55
Horea Dobre,horeadobre,horeadobre@kappa.ro,3611001121111,1913-03-13,"Intrarea Manole Nr. 44, Rovinari, 746566",0750 859 944,6e:02:3d:34:4a:74,141.8.213.55,RO14DVZP8420757611767148,2025-07-02 13:11:30,20198,296,401,191753,0f85ca11-3968-4134-84dd-1b357348ef68
Elodia Marin,elodiamarin,elodiamarin@gmail.com,3680722364411,1950-05-25,"Bulevardul Cecilia Ababei Nr. 942 Bl. 75  Sc. 12 Ap. 130, Campulung Moldovenesc, 634443",0233 751 978,9c:b5:4b:1b:6d:db,220.157.70.248,RO19UWOX7463281761415650,2025-07-02 13:11:30,12324,888,489,1433509,34c3655f-3ac2-4f5b-9854-4dc17e1b8c67
Valeriu Stănescu,valeriustănescu,valeriustănescu@kappa.ro,1890108323014,1962-03-24,"Strada Costel Georgescu, Gaesti, 568133",0768 262 215,7e:41:ca:39:95:ff,6.123.110.218,RO89ETPE8371125853605736,2025-07-02 13:11:30,27583,712,445,566457,298fd51f-68ed-4094-8be8-9ed73fc4bc93
Silvian Voinea,silvianvoinea,silvianvoinea@acasa.ro,5660704165051,1988-12-29,"Soseaua Horea Voinea Nr. 75 Bl. 31  Sc. 16 Ap. 766, Sighetu Marmatiei, 645563",0759 683 072,58:fe:9f:32:74:84,116.199.122.74,RO37ZEDJ2573306922878728,2025-07-02 13:11:30,11368,405,306,465004,eb128745-d40a-45d8-8333-715be12e70d8
Barbu Diaconescu,barbudiaconescu,barbudiaconescu@141.ro,3670403350506,1937-02-24,"Bulevardul Nistor Nr. 20 Bl. 76  Sc. 35 Ap. 950, Iasi, 855153",0771 865 015,80:48:5c:dd:13:da,146.208.166.207,RO86TFAX3990443382464381,2025-07-02 13:11:30,426,386,190,798635,fb0dcc1b-fec1-4a7b-906e-eee3134fcca4
Anemona Florea,anemonaflorea,anemonaflorea@zzup.ro,1010917217728,1912-03-12,"Strada Nistor Nr. 56, Sangeorz-Bai, 637682",0738 462 594,5e:34:61:c5:83:af,208.31.112.167,RO79JCHO5442634497236727,2025-07-02 13:11:30,11270,172,586,82770,136ab4a5-40b3-49be-be7c-a9546e4c22f6
Gabi Ionescu,gabiionescu,gabiionescu@email.ro,6300131148458,1990-02-28,"Strada Gheorghiu, Bragadiru, 135283",0236 138 680,7a:c3:70:11:07:ac,179.227.105.208,RO02SSQQ9019580980643357,2025-07-02 13:11:30,25244,132,502,1576749,98e15bb2-feae-4237-b54f-55e56490ae7c
Manole Popescu,manolepopescu,manolepopescu@gmail.com,6260901395533,1949-04-08,"Bulevardul Ababei, Braila, 101076",0722 599 459,30:bc:7b:1a:50:b2,180.37.17.34,RO11IBEN4780642238480347,2025-07-02 13:11:30,32832,543,589,1513835,4f4a43c3-8d23-4eaa-be03-51e70eb4bc72
Anemona Marin,anemonamarin,anemonamarin@acasa.ro,8810801350583,1997-09-26,"Strada Stan Nr. 50 Bl. 92  Sc. 78 Ap. 480, Bolintin-Vale, 371622",0765 718 250,2c:b6:56:af:67:47,62.175.84.70,RO88PUPJ3671399236368453,2025-07-02 13:11:30,11273,136,318,443285,85c8cd96-cb54-4f52-a0c1-a9245d5d0fa6
Luminița Barbu,luminițabarbu,luminițabarbu@email.ro,6090423046922,1920-07-17,"Bulevardul Nistor, Sannicolau Mare, 340642",0737 521 471,8e:59:97:5d:e9:34,18.254.114.95,RO80MZZZ3921677602854317,2025-07-02 13:11:30,13723,780,282,1350472,50168dd4-dec1-4a7c-8129-d9665eedcb74
Ladislau Popa,ladislaupopa,ladislaupopa@kappa.ro,1860727049468,1925-12-15,"Intrarea Dochioiu Nr. 78 Bl. 47  Sc. 28 Ap. 173, Siria, 267143",0771 809 955,00:87:e2:9a:a6:90,36.201.61.111,RO34MTMJ5822463532650889,2025-07-02 13:11:30,8530,967,730,642160,ff76a16e-c09b-4e5c-b22a-636292be05e3
Mircea Dima,mirceadima,mirceadima@acasa.ro,7571124362093,2001-03-18,"Bulevardul Dobre, Macin, 585442",0761 059 376,7a:03:8c:37:16:2d,173.163.116.190,RO57EJOW7610132355282271,2025-07-02 13:11:30,19725,497,465,486913,54f1c9d2-8663-4f63-b618-3f6fa651b9fd
Marius Ababei,mariusababei,mariusababei@email.ro,5600918306651,2015-10-26,"Soseaua Florea, Iasi, 496087",0725 369 543,92:9c:81:82:01:ff,84.192.103.156,RO45HYDJ3261255062691685,2025-07-02 13:11:30,1538,19,96,1639698,512360b5-01e9-4ae9-b324-1c44f476600b
Iancu Toma,iancutoma,iancutoma@post.ro,6731002224139,1987-07-31,"Strada Dumitrescu Nr. 85 Bl. 50  Sc. 86 Ap. 965, Greci, 634161",0785 539 277,38:0a:25:cb:1f:b2,187.35.4.51,RO37VOOG2319092769778610,2025-07-02 13:11:30,32326,228,60,1706786,4e57557a-9f1e-4545-a8f0-cc58284f6ba8
Lili Suciu,lilisuciu,lilisuciu@gmail.com,5050510093701,1941-05-13,"Soseaua Suciu Nr. 965 Bl. 27  Sc. 66 Ap. 397, Tomesti, 592243",0234 928 240,e4:ef:a1:65:03:5c,223.251.9.133,RO14IGCL1791919270886439,2025-07-02 13:11:30,7956,465,604,1634256,e7ab7a57-cbce-4a68-b87f-429ab8149dbc
Casandra Nemeș,casandranemeș,casandranemeș@gmail.com,6510330330012,1940-12-04,"Soseaua Eftimie Nr. 339, Branesti, 566891",0243 114 916,58:31:50:23:b7:9e,164.147.180.242,RO62SRDD8612531723077300,2025-07-02 13:11:30,20121,155,557,628024,4c2fe10e-4213-491d-a986-1801a5520836
Ion Mocanu,ionmocanu,ionmocanu@kappa.ro,2320112268837,1918-02-17,"Intrarea Stoica Nr. 51 Bl. 94  Sc. 39 Ap. 668, Caransebes, 822059",0734 312 427,52:5b:51:ec:b1:ce,24.3.11.224,RO70TTPS9409427834351120,2025-07-02 13:11:30,11117,926,122,138681,c97cae2f-7b9a-43c2-a074-491b17c3f291
Anica Tudor,anicatudor,anicatudor@gmail.com,3920310079505,1956-01-04,"Soseaua Diaconescu, Baia, 240161",0752 182 325,8a:77:69:7d:c5:7c,132.164.174.168,RO60FSAL8554392664150986,2025-07-02 13:11:30,5501,768,0,634273,895b4145-c95d-4a03-bf20-2d00c25e6e53
Cipriana Aanei,ciprianaaanei,ciprianaaanei@email.ro,5641215288712,2017-10-21,"Drumul Eftimie Nr. 87 Bl. 40  Sc. 54 Ap. 193, Baile Borsa, 528225",0735 342 683,60:30:fe:ef:d2:9d,219.115.229.49,RO26CVJJ9003679798513330,2025-07-02 13:11:30,32291,71,176,1892080,c01d14bf-4a30-4740-aade-3fba6782210e
Olimpiu Georgescu,olimpiugeorgescu,olimpiugeorgescu@gmail.com,8421213355307,2005-05-18,"Bulevardul Popescu Nr. 79 Bl. 62  Sc. 24 Ap. 542, Satu Mare, 137303",0769 173 139,c2:cd:3a:a7:f4:c3,52.85.5.244,RO57OOJY6651283459410837,2025-07-02 13:11:30,14691,618,559,649194,6f012e62-a836-445f-b1a0-933036e0853f
Dragoș Manole,dragoșmanole,dragoșmanole@zzup.ro,4221106068786,1947-07-14,"Soseaua Tudor, Iasi, 400148",0233 798 566,a6:34:0b:11:d5:86,164.197.123.53,RO40DFYH9723740983031695,2025-07-02 13:11:30,22154,83,21,444998,2cc1ebb7-de7a-4ef8-af4a-1a5213d981bf
Cristobal Suciu,cristobalsuciu,cristobalsuciu@kappa.ro,6120410306471,1942-07-01,"Bulevardul Cristea, Hunedoara, 474522",0729 978 398,2a:35:02:4a:43:bc,19.180.255.9,RO38LHDT4085275241734277,2025-07-02 13:11:30,19476,227,590,1565794,058038f0-3cb4-447b-83b7-46c4c73f984e
Antoaneta Toma,antoanetatoma,antoanetatoma@zzup.ro,8100607221438,1928-08-17,"Intrarea Gheorghiu Nr. 246 Bl. 66  Sc. 59 Ap. 943, Barlad, 875145",0260 536 195,3e:d2:b2:fb:f2:96,136.39.43.93,RO68XPOS7924301900975851,2025-07-02 13:11:30,9794,603,479,1424456,9a016b6e-4430-4fe7-9103-b865e24320e8
Corvin Ene,corvinene,corvinene@post.ro,2120931162270,1936-02-03,"Drumul Voinea Nr. 395, Vicovu de Jos, 283739",0784 076 493,2c:35:4e:bf:fd:ee,37.0.164.166,RO60SAMZ6370973444639633,2025-07-02 13:11:30,18356,81,66,1673592,a118221b-b3ff-4ca8-845f-ea946a65fb63
Valter Stoica,valterstoica,valterstoica@gmail.com,4331206125960,1930-09-09,"Aleea Tania Ardelean Nr. 100, Vlahita, 323511",0765 608 109,24:1a:8d:fb:94:76,24.163.225.225,RO55NZQQ6448508958748583,2025-07-02 13:11:30,6517,10,168,1021429,18ac16da-ae46-4647-a6ea-0d389999bc77
Bebe Dinu,bebedinu,bebedinu@acasa.ro,1300728226397,1911-01-20,"Strada Popescu, Iasi, 883449",0752 754 131,98:46:41:e6:93:f4,7.1.210.119,RO90BXIO1235225911181435,2025-07-02 13:11:30,26649,140,520,467200,f777de0e-1cc1-4cdb-a2db-065aa594db1f
Rafael Stancu,rafaelstancu,rafaelstancu@post.ro,2311111031315,1990-06-25,"Drumul Aura Mazilescu, Campia Turzii, 634196",0770 535 413,6c:19:70:d9:2a:4b,77.192.191.152,RO71IKMV7220964735365761,2025-07-02 13:11:30,14958,644,95,1771788,488cb72f-cf48-4e70-a3c4-e6b797687ae2
Fabian Dinu,fabiandinu,fabiandinu@gmail.com,6690603276098,1989-12-05,"Intrarea Mugur Marin Nr. 25 Bl. 98  Sc. 60 Ap. 238, 1 Decembrie, 394953",0744 613 657,60:41:ab:0d:d7:94,137.165.140.204,RO78PASM6787904020800992,2025-07-02 13:11:30,30650,147,771,1287134,c9fa0102-f9e3-4048-bddd-1521ab30d9c9
Svetlana Diaconu,svetlanadiaconu,svetlanadiaconu@email.ro,2591007317775,1978-08-29,"Soseaua Dima, Savinesti, 971153",0251 875 782,6c:7c:96:5b:74:50,139.136.199.205,RO97GJXU2919905008437254,2025-07-02 13:11:30,5768,550,508,784629,89d82889-1537-4b34-bc0f-731d21dcd89c
Leopoldina Popescu,leopoldinapopescu,leopoldinapopescu@zzup.ro,4731208148291,2020-07-01,"Strada Sava Nistor Nr. 40, Ludus, 899333",0241 552 818,8c:84:72:55:e6:be,105.200.192.33,RO32NCQF4514596260695520,2025-07-02 13:11:30,6261,276,614,197286,fac6e381-dc39-445f-8bcf-e0cfd0945224
Pamfil Pușcașu,pamfilpușcașu,pamfilpușcașu@acasa.ro,7541009192234,1919-02-11,"Drumul Laura Ionescu, Nasaud, 431018",0242 071 453,48:45:4f:97:13:02,184.125.198.86,RO48MHGW0844242360709084,2025-07-02 13:11:30,33655,404,546,22439,32da56a3-cb0f-4439-8bc8-382c5fc6a959
Panagachie Eftimie,panagachieeftimie,panagachieeftimie@141.ro,4770229369073,1910-09-07,"Aleea Claudiu Florea Nr. 20, Roman, 291294",0235 536 299,8c:6c:f3:28:a1:98,33.197.72.121,RO14KAGV8223823069841341,2025-07-02 13:11:30,10088,570,611,943477,a57552ad-8614-4516-8181-986eb8d0e21d
Narcis Georgescu,narcisgeorgescu,narcisgeorgescu@post.ro,4401128119375,1958-12-29,"Bulevardul Manole Nr. 176 Bl. 68  Sc. 72 Ap. 349, Magurele, 129457",0252 913 345,ce:35:ad:da:4c:29,132.11.173.167,RO12UESP3051770659132265,2025-07-02 13:11:30,8755,857,604,1826838,c04c3c8b-6cf2-471b-9ce6-88dd9a6f7b51
Anuța Popa,anuțapopa,anuțapopa@post.ro,5841105038411,2024-04-03,"Soseaua Dumitrescu Nr. 791 Bl. 48  Sc. 28 Ap. 316, Rovinari, 490704",0725 058 410,ea:77:31:a7:a2:c2,118.160.32.233,RO53CTUU3242372577011751,2025-07-02 13:11:30,9710,883,474,1270086,4fcdcda0-a135-4800-9d9a-009cb25a2dc4
Grațiana Ioniță,grațianaioniță,grațianaioniță@141.ro,4920417407562,1941-05-27,"Bulevardul Popa Nr. 716 Bl. 14  Sc. 42 Ap. 198, Rosiori de Vede, 458426",0234 579 829,1c:92:23:00:43:05,211.75.51.130,RO37UTZG5192999103344432,2025-07-02 13:11:30,32132,125,666,1442642,ecc39a2e-c56f-4c1b-9758-05af78de2fc8
Daria Ionescu,dariaionescu,dariaionescu@gmail.com,6890112346813,1941-12-09,"Strada Erica Pop Nr. 81 Bl. 64  Sc. 35 Ap. 666, Satu Mare, 844431",0256 160 754,2c:03:ad:cc:45:a4,168.242.38.155,RO26ULRP4404072637799083,2025-07-02 13:11:30,29417,656,326,661621,36a418cd-da7c-4fc7-81b5-d6b9cfa726c2
Heracleea Nemeș,heracleeanemeș,heracleeanemeș@acasa.ro,6541017520770,2018-11-07,"Soseaua Albu Nr. 84, Gaesti, 374493",0748 529 376,82:f3:7e:68:cc:54,75.95.9.20,RO11JCQQ5942674875571194,2025-07-02 13:11:30,11050,20,263,1851429,0b9f85d4-0233-46d8-afa4-565ff07652ee
Ernest Eftimie,ernesteftimie,ernesteftimie@gmail.com,6070420025876,1944-05-22,"Soseaua Ionică Preda, Vaslui, 177779",0752 567 967,ec:8c:d3:15:68:28,125.196.60.1,RO90ZNKD9061105194094441,2025-07-02 13:11:30,4205,351,503,21326,20e359ea-9731-45ab-a937-6d5653c8512c
Augustina Popescu,augustinapopescu,augustinapopescu@kappa.ro,6310401255414,1971-04-23,"Intrarea Tomescu Nr. 438 Bl. 60  Sc. 72 Ap. 828, Curtea de Arges, 262776",0264 708 846,d2:bf:86:8b:73:4a,71.210.167.105,RO85SUTW5943276197853903,2025-07-02 13:11:30,3632,489,328,1632555,27752d10-9ed9-45f0-88dd-aced2a313df4
Liviu Suciu,liviusuciu,liviusuciu@post.ro,8481203265864,1947-11-05,"Strada Nistor Nr. 442, Turda, 131614",0757 441 353,a4:fc:d1:6b:8f:4c,140.229.124.137,RO32NBDK9280889025652015,2025-07-02 13:11:30,13505,773,530,447351,08aa47f8-9e25-4c4b-8160-c03810379a53
Brăduț Ababei,brăduțababei,brăduțababei@acasa.ro,4250917089353,1918-11-03,"Strada Brăduț Voinea Nr. 735, Giarmata, 325310",0232 545 142,4a:11:e3:cd:97:55,221.138.128.168,RO77HZFT2502940584338500,2025-07-02 13:11:30,4321,629,734,1376814,5e3bda27-dd03-47b5-aa0e-fc872fc342bb
Dochia Dinu,dochiadinu,dochiadinu@kappa.ro,1630726192361,1975-12-23,"Drumul Axenia Pușcașu Nr. 581 Bl. 63  Sc. 38 Ap. 280, Caracal, 699073",0750 995 981,9a:07:97:57:f4:29,4.199.161.159,RO70ABMV6461340167000079,2025-07-02 13:11:30,2950,525,333,349987,dae77bdc-2793-4f65-b6b1-ac97c4de518d
Mihai Voinea,mihaivoinea,mihaivoinea@141.ro,4660615219201,1984-10-06,"Bulevardul Dima Nr. 94 Bl. 64  Sc. 16 Ap. 194, Sangeorz-Bai, 361447",0248 328 198,2e:b5:23:63:16:b1,68.100.54.184,RO21BVNS9155115185341032,2025-07-02 13:11:30,5590,355,242,783963,afe90192-687e-48dd-b558-13187e3081c8
Cristina Florea,cristinaflorea,cristinaflorea@email.ro,4490424086256,1929-08-06,"Drumul Preda Nr. 606 Bl. 57  Sc. 40 Ap. 951, Draganesti-Olt, 742180",0764 495 892,44:21:37:1c:49:2a,35.200.65.61,RO30QJXO0344431477130114,2025-07-02 13:11:30,33100,551,673,1212075,79ee1dd0-ff49-4b50-bdfb-4b3a9f3f4c22
Romeo Popescu,romeopopescu,romeopopescu@acasa.ro,7911226107327,1919-05-03,"Bulevardul Stoica, Falticeni, 916609",0231 589 693,02:65:9e:8d:3b:64,123.224.240.254,RO45ZGWV0190193805551395,2025-07-02 13:11:30,4497,946,364,698859,9d1d3324-3ce7-44f2-927c-98e9ae098d7d
Gică Tudor,gicătudor,gicătudor@kappa.ro,3620620311171,1971-09-01,"Bulevardul Dorian Popescu Nr. 67, Pucioasa, 402375",0253 589 390,e8:f6:23:67:88:8e,74.56.184.129,RO50VXLR4842984520055637,2025-07-02 13:11:30,13152,584,764,1154136,9f2dff81-d0dd-451f-a488-ac1f95796239
Andrian Florea,andrianflorea,andrianflorea@kappa.ro,2901116130303,1917-10-13,"Strada Niță Nr. 985, Fagaras, 179282",0727 007 344,60:4e:34:d9:4e:7d,64.249.2.236,RO30YBQL4720662430004571,2025-07-02 13:11:30,31863,230,244,302139,41ee2f36-b15e-4726-923b-64688135de26
Cornel Barbu,cornelbarbu,cornelbarbu@141.ro,8720911253606,1947-10-27,"Intrarea Manole Nr. 40, Targoviste, 682369",0725 118 237,b4:de:c9:40:4e:54,39.82.61.103,RO07OVTK8351589234620344,2025-07-02 13:11:30,9668,822,317,1281966,6bfc214c-db0f-4a24-9c07-a3a7123ddc7e
Lavinia Albu,laviniaalbu,laviniaalbu@post.ro,4640720083906,1930-07-19,"Bulevardul Stoica Nr. 87, Baia, 114955",0772 343 355,30:68:65:05:98:ce,205.166.254.56,RO72WKGU6212935030451639,2025-07-02 13:11:30,9,789,357,837457,9776fdf9-186d-46ce-8e86-659685b092bc
Giorgiana Preda,giorgianapreda,giorgianapreda@gmail.com,3950921060549,1955-04-23,"Strada Paul Dima Nr. 13 Bl. 35  Sc. 26 Ap. 661, Drobeta-Turnu Severin, 560215",0768 787 771,28:a3:d7:ed:14:d5,63.98.232.168,RO74DUJJ4028169643180807,2025-07-02 13:11:30,2860,983,467,1644572,77cf07fa-64c6-4f0f-9c54-618dc9224fe5
Delia Stan,deliastan,deliastan@acasa.ro,3541131238472,1993-03-25,"Drumul Georgescu Nr. 513, Babadag, 640020",0245 460 764,7a:ae:de:1d:d5:09,18.135.232.206,RO69QMOQ1032315982901743,2025-07-02 13:11:30,33012,166,331,270014,ef011234-d4ca-4b60-af4b-a2d89ba2e915
Lili Eftimie,lilieftimie,lilieftimie@post.ro,7231231124928,1938-06-18,"Soseaua Catrinel Ene, Ocna Mures, 203145",0728 994 661,08:4c:10:03:29:7d,213.188.115.206,RO37ZPHR2171574135769339,2025-07-02 13:11:30,21117,909,280,1080577,ea3e9c93-4981-410c-a7ba-d917e89d773c
Despina Preda,despinapreda,despinapreda@gmail.com,1900407312181,1998-07-14,"Soseaua Cristea, Targu Ocna, 310180",0236 296 706,fa:f2:9f:b8:6d:9f,210.62.60.22,RO05VCBJ1740714270157840,2025-07-02 13:11:30,33387,0,552,1338849,00a7ed29-472a-456e-801e-566476a2d404
Sandu Stancu,sandustancu,sandustancu@post.ro,3230201384231,2006-04-28,"Intrarea Barbu Nr. 87 Bl. 34  Sc. 68 Ap. 221, Dragalina, 722965",0759 238 018,d0:95:1f:a0:aa:5b,122.222.210.67,RO71ZWXT3599626885037221,2025-07-02 13:11:30,12759,819,640,1369279,c8a98ef6-d737-4e82-89ee-6cce67dd8ba2
Ioan Tabacu,ioantabacu,ioantabacu@gmail.com,3140315120911,1953-01-30,"Aleea Anemona Nemeș, Onesti, 374625",0730 367 129,c2:af:7d:b9:65:e5,73.245.150.215,RO29VGCC8828977439499305,2025-07-02 13:11:30,23111,202,112,831456,25ac4d14-0595-48bb-8410-24fa032fa160
Axenia Ioniță,axeniaioniță,axeniaioniță@gmail.com,4180506261383,1996-04-29,"Aleea Popa, Odobesti, 538694",0785 091 550,ea:4a:25:e8:0b:69,20.33.121.88,RO81NWIT8187378868282797,2025-07-02 13:11:30,4352,890,475,661785,b1a6ccd2-8f10-44d2-8a92-7e9a9b8917b7
Ioana Dochioiu,ioanadochioiu,ioanadochioiu@acasa.ro,7231026141258,1970-06-15,"Drumul Mocanu, Saveni, 732132",0255 473 456,ca:cc:c2:54:e8:c1,111.67.255.250,RO54XNML4496520114637752,2025-07-02 13:11:30,34524,784,772,1743546,a8c6b74b-ca70-487c-9c23-b89986482c26
Ariadna Diaconescu,ariadnadiaconescu,ariadnadiaconescu@zzup.ro,4451122313589,2000-05-22,"Aleea Ene, Savinesti, 848534",0723 783 414,94:c9:8b:3e:85:8f,100.35.146.77,RO90DFXL1405203042504945,2025-07-02 13:11:30,5939,631,433,1070420,61f69a7d-3af1-42c4-b63d-f5896a283cce
Haralambie Stănescu,haralambiestănescu,haralambiestănescu@zzup.ro,1990104352685,1979-03-15,"Intrarea Stan Nr. 233, Popesti-Leordeni, 392734",0769 495 739,a4:d3:51:9b:01:94,194.62.246.29,RO71ZTLV9369886903229632,2025-07-02 13:11:30,10536,774,517,1644281,741e5059-14cb-4ba1-a745-9007416c166c
Tiberia Popa,tiberiapopa,tiberiapopa@acasa.ro,1641108150061,2004-02-18,"Aleea Cristea Gheorghiu, Rovinari, 967746",0737 352 704,22:21:92:84:3b:69,94.159.185.109,RO67UEME8113114979791954,2025-07-02 13:11:30,139,777,528,205695,412501f9-1a76-45db-8f73-5dc39563f795
Severina Preda,severinapreda,severinapreda@post.ro,2670319085526,2010-12-15,"Aleea Ioniță Nr. 92, Piatra-Neamt, 877279",0243 619 682,6e:22:04:01:14:c4,52.106.119.251,RO63JKNJ7648401704743220,2025-07-02 13:11:30,10826,173,414,702179,f2017165-4201-4feb-a979-16b39b6cace7
Narcis Ionescu,narcisionescu,narcisionescu@kappa.ro,4590313125356,1963-08-09,"Bulevardul Nistor Nr. 799, Lugoj, 879382",0261 350 909,76:24:06:45:95:2f,55.62.13.220,RO19HBEL5241355495016443,2025-07-02 13:11:30,33147,913,384,1213813,44cdd593-cffc-47a6-a901-f8d82f4ab103
Savina Cristea,savinacristea,savinacristea@gmail.com,6890229055709,2024-09-16,"Bulevardul Constantin Stoica Nr. 308 Bl. 54  Sc. 52 Ap. 351, 1 Decembrie, 393490",0785 958 577,42:aa:99:ef:21:58,140.23.38.83,RO31BGSK6096315107858563,2025-07-02 13:11:30,23668,442,705,1728227,c07f80a1-7d02-483a-8df4-e33faeb1afcd
Mina Dochioiu,minadochioiu,minadochioiu@kappa.ro,1850413078294,1971-06-03,"Intrarea Tudor, Navodari, 140984",0743 481 384,74:45:c7:92:48:9b,151.159.70.220,RO30BQGV7331851279516569,2025-07-02 13:11:30,18460,426,647,284000,8cf6d394-2c07-40cf-a5f5-7b8f7b1946c6
